OBJECTID,stp_identi,stp_511_id,stp_descri,route,longitude,latitude
732,0500520,50523,Carlson Blvd & Central Av,675,-122.3048019,37.9020341
733,0500530,52033,Central Av & Carlson Blvd,L,-122.3050039,37.9019341
734,0500540,52544,Central Av & San Pablo Av,71 72 72M,-122.3031074,37.9023433
735,0500550,52066,Central Av & San Pablo Av,71 72 72M,-122.3029291,37.902316
736,0500560,50601,Central Av & Yosemite Av,L,-122.3053282,37.9017481
737,0500570,58780,Colusa Av & Curry Av,27 G,-122.2886687,37.9029951
738,0500580,52625,Colusa Av & Fairmount Av,27 G,-122.2907684,37.9038941
739,0500600,59882,Colusa Av & Lynn Av,27,-122.2884088,37.9008654
751,0500850,50500,El Cerrito Plaza BART,72 72M,-122.2988663,37.9023544
752,0500870,57283,El Cerrito Plaza BART,G,-122.2993248,37.9031526
753,0500880,57286,El Cerrito Plaza BART,71,-122.2990129,37.9028879
754,0500890,51177,El Cerrito Plaza BART,27,-122.2987058,37.9025374
755,0500900,57900,El Cerrito Plaza BART,72 72M,-122.2985977,37.9023162
757,0500920,52501,Fairmount Av & Albermarle St,27 675,-122.2953561,37.9028902
758,0500930,53371,Fairmount Av & Ashbury Av,27 667 675 G,-122.2939918,37.9031833
759,0500940,52612,Fairmount Av & Ashbury Av,27 675 G,-122.2941632,37.9032563
760,0500950,57543,Fairmount Av & Behrens St,27 667 675,-122.2954594,37.9027342
761,0500960,59942,Fairmount Av & Colusa Av,27 G,-122.2914066,37.9041196
762,0500980,52912,Fairmount Av & Richmond St,27 675,-122.2978516,37.902117
763,0500990,59946,Fairmount Av & San Pablo Av,667 675,-122.3022032,37.9006305
764,0501000,52923,Fairmount Av & San Pablo Av,675,-122.3030088,37.9005726
765,0501010,56570,Fairmount Av & Victoria St,27 667 675,-122.2966389,37.9023624
774,0501420,55562,San Pablo Av & Carlson Blvd,72 800 72L 72M,-122.3018656,37.8993474
775,0501430,52221,San Pablo Av & Carlson Blvd,72 800 72L 72M,-122.3018116,37.8985804
776,0501435,59596,San Pablo Av & Central Av,800 L,-122.3035484,37.902337
780,0501470,59967,San Pablo Av & Eureka Av,72 800 72M,-122.3051591,37.9063813
781,0501490,52925,San Pablo Av & Fairmount Av,72 800 72M,-122.3025546,37.9002025
785,0501530,52325,San Pablo Av & Lincoln Av,72 800 L 72M,-122.3041512,37.9042389
799,0501980,50616,San Pablo Av & El Dorado St,72 800 L 72M,-122.3042354,37.9037658
816,0600400,54989,Hollis St & 67th St,27 36 J,-122.292153,37.8490446
1973,1005020,59245,Alcatraz Av & Benvenue Av,22 688,-122.2533099,37.8512038
1974,1005030,59280,Alcatraz Av & College Av,688,-122.2526404,37.8511827
1975,1005040,59380,Alcatraz Av & Dana St,22 688,-122.2585532,37.8503954
1976,1005050,54342,Alcatraz Av & Dana St,22 688,-122.2583393,37.8505534
1977,1005060,59534,Alcatraz Av & Hillegass Av,22 688,-122.2548269,37.8508774
1978,1005070,59568,Alcatraz Av & Hillegass Av,22 688,-122.2544139,37.8510518
1979,1005080,59645,Alcatraz Av & Racine St,22 688,-122.2629767,37.8498007
1980,1005090,59680,Alcatraz Av & Raymond St,22 688,-122.262238,37.8500415
1981,1005120,54438,Alcatraz Av & Shattuck Av,22,-122.2654549,37.8494751
1982,1005130,58121,Alcatraz Av & Shattuck Av,22 688,-122.2656054,37.8495925
1983,1005140,53134,Alcatraz Av & Telegraph Av,22 688,-122.2608892,37.8502167
1984,1005150,54874,Alcatraz Av & Telegraph Av,22 688,-122.2608015,37.8500692
2105,1007140,59859,Centennial Dr & Lawrence Hall Of Science,65,-122.2467384,37.8803518
2113,1007320,55903,Claremont Av & College Av,E,-122.252402,37.8491393
2114,1007330,56188,Claremont Av & College Av,E,-122.2526186,37.8491468
2843,1019260,59099,Shattuck Av & Alcatraz Av,18,-122.2656611,37.8493587
2844,1019270,57522,Shattuck Av & Alcatraz Av,18,-122.2658409,37.84964
2887,1020380,53377,Telegraph Av & Alcatraz Av,6 800,-122.2606246,37.8503862
2899,1020810,51147,261 Tunnel Rd,604 E,-122.2340166,37.8525637
2945,1030550,57788,Telegraph Av & Alcatraz Av,6 800,-122.2603938,37.8504657
2963,1031080,54426,Claremont Av & Mystic St,36,-122.2510101,37.8508677
2988,1031770,50402,Bentley School,604,-122.2334634,37.8528715
3108,1300830,58797,Carlson Blvd & Columbia Av,71 675,-122.3070701,37.9053537
3109,1300840,59098,Carlson Blvd & Columbia Av,71 675,-122.3067318,37.9052775
3120,1301000,56985,Carlson Blvd & San Jose Av,71 675,-122.3062287,37.904112
3121,1301010,59198,Carlson Blvd & San Jose Av,71 675,-122.3060557,37.9042888
3253,1302780,56745,Pierce St & Central Av,L,-122.3096085,37.9008132
3254,1302790,56649,Pierce St & Central Av,L,-122.3096769,37.9006727
3255,1302800,56678,Pierce St & Pacific East Mall,L,-122.3091464,37.8983196
3256,1302810,50998,Pierce St & Pacific East Mall,L,-122.3090317,37.8983504
4014,9900220,58133,Arlington Av & Amherst Av,7,-122.2778717,37.9033156
4015,9900230,55654,Arlington Av & Coventry Rd,7,-122.2782458,37.9036821
4019,9900270,54133,Arlington Av & Oberlin Av,7,-122.2794988,37.906975
4043,9900570,51059,Colusa Av & Curry Av,27 G,-122.2885233,37.9028735
4044,9900575,51061,Colusa Av & Lynn Av,27,-122.2882919,37.900983
4045,9900580,58116,Colusa Av & Oak View Av,27 G,-122.2867327,37.8994849
4046,9900590,50560,Colusa Av & Oak View Av,27 G,-122.2874249,37.8996392
4077,9900950,51194,Purdue Av & Beloit Av,67,-122.271774,37.906845
4114,9901390,58226,Trinity Av & Beloit Av,67,-122.2746115,37.9066612
4130,9901640,50843,San Pablo Av & Columbia Av,72 800 72M,-122.3051254,37.9056285
4173,9902360,51073,Oxford St & Hearst Av,65 67,-122.2663774,37.8738258
4177,9902480,51096,Allston Way & Shattuck Av,65 67,-122.2676491,37.8694913
4186,9902570,51243,Pierce St & Solano Av,L,-122.3057767,37.8891868
4248,9903410,51506,College Av & Claremont Av,605 688 851 51B,-122.2523076,37.8500623
4249,9903420,51507,College Av & Alcatraz Av,22 605 851 51B,-122.2523643,37.8516182
4250,9903430,51508,College Av & Alcatraz Av,605 851 51B,-122.2525668,37.8509305
4262,9903580,51573,University Av & Acton St,800 J 51B,-122.2846543,37.8701805
4263,9903590,51574,University Av & California St,52 88 604 51B,-122.2794554,37.8706182
4264,9903600,51579,Durant Av & Telegraph Av,22 27 36 604 605 851 51B,-122.2586398,37.8678393
4265,9903610,51582,College Av & Parker St,22 27 604 605 851 51B,-122.2537508,37.8633574
4266,9903620,51583,University Av & California St,52 88 604 800 51B,-122.2802765,37.8707453
4267,9903630,51584,Durant Av & Ellsworth St,6 22 36 604 605 851 51B,-122.2632173,37.8672006
4273,9903710,51606,Durant Av & Dana St,22 27 36 604 605 851 51B,-122.2608438,37.8674914
4274,9903730,51614,Claremont Av & Mystic St,36,-122.2513725,37.8507534
4275,9903740,51617,University Av & Bonar St,800 FS 51B,-122.2869651,37.8696542
4300,9904120,51735,Cedar St & Chestnut St,52,-122.2884279,37.8759231
4307,9904230,51764,El Cerrito Plaza BART,G,-122.299469,37.9031515
4308,9904250,51769,Monroe St & Jackson St,18 52,-122.2995313,37.8842259
4309,9904270,51783,Monroe St & 10th St,52,-122.2985151,37.884267
4310,9904280,51784,Gilman St & 6th St,12,-122.301843,37.8793578
4312,9904380,51816,Martin Luther King Jr Way & Virginia St,12 27,-122.2735026,37.8765134
4315,9904450,51832,San Pablo Av & 67th St,72 802 72M,-122.2860722,37.8497892
4316,9904470,51835,Durant Av & Shattuck Av,6 22 27 36 851 51B,-122.2671512,37.866695
4353,9905410,52018,Shattuck Av & Oregon St,18,-122.2667532,37.8578833
4354,9905420,52019,Shattuck Av & Oregon St,18,-122.2668514,37.8572356
4510,9907370,52805,Alcatraz Av & Dover St,22 688,-122.2688279,37.8490424
4511,9907380,52808,Shattuck Av & Allston Way,7 18 22 F,-122.2678017,37.8698798
4520,9907500,52848,Hearst Av & Walnut St,F,-122.266985,37.873981
4570,9908020,53021,San Pablo Av & Solano Av,72 800 72L 72M,-122.29891,37.89055
4571,9908030,53025,Solano Av & Kains Av,18 G,-122.29817,37.89027
4594,9908330,53126,Sacramento St & Virginia St (North Berkeley BART),52 688,-122.282611,37.874559
4598,9908370,53136,University Av & Grant St,52 88 604 800 51B,-122.275647,37.8713641
4606,9908480,53167,The Alameda & Hopkins St,12 27,-122.274794,37.885169
4611,9908530,53178,San Pablo Av & Parker St,72 802 72M,-122.288939,37.859579
4612,9908540,53181,San Pablo Av & Parker St,72 802 72M,-122.28905,37.859067
4629,9908770,53278,Piedmont Ave & Bancroft Way,36,-122.252112,37.869404
4651,9909050,53468,Oxford St & Berkeley Way,52 65 67,-122.2660805,37.8736492
4670,9909300,53517,Oxford St & Center St,6 851,-122.2658,37.871087
4672,9909320,53519,Gayley Rd & Stadium Rimway,52 F,-122.2539918,37.8726083
4673,9909330,53524,Dana St & Haste St,6,-122.260885,37.865482
4678,9909390,53542,Telegraph Av & Blake St,6,-122.2584478,37.864462
4679,9909400,53546,Telegraph Av & Woolsey St,6 800,-122.2600041,37.853161
4680,9909410,53547,Telegraph Av & Woolsey St,6 800,-122.2603109,37.8527256
4742,9910140,53781,Shattuck Av & Ashby Av,18,-122.266474,37.8555248
4743,9910150,53782,Shattuck Av & Ashby Av,18,-122.266579,37.855025
4744,9910160,53784,Shattuck Av & Woolsey St,18,-122.266098,37.852591
4745,9910170,53786,Shattuck Av & Woolsey St,18,-122.266197,37.852148
4746,9910180,53793,Martin Luther King Jr Way & Prince St,12,-122.271002,37.852251
4748,9910200,53797,Bancroft Way & Bowditch St,22 27 36 52 604 605 851 F 51B,-122.2571927,37.8690288
