DateTime,Date,Time,Month,Year,Day of Week,Hour,Accident Location,PCF Description,PCF Category,Involved Objects,Party at Fault,Suspected Serious Injury,Suspected Minor Injury,Suspected Possible Injury,Injury Severity,ObjectId,x,y
3/22/2022 5:42:00 AM,2022-03-21,22:42:00,3,2022,0.0,22,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,2 Car,Driver,0,0,0,No Injury,1,-13613381.5663857,4558400.59821625
4/5/2022 1:40:00 PM,2022-04-05,06:40:00,4,2022,1.0,6,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,2 Car,Driver,0,0,0,Unspecified Injury,2,-13613381.5663857,4558400.59821625
4/15/2022 1:49:00 AM,2022-04-14,18:49:00,4,2022,3.0,18,7 Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,2 Car,Driver,0,0,0,Unspecified Injury,3,-13613381.5663857,4558400.59821625
5/12/2022 4:50:00 PM,2022-05-12,09:50:00,5,2022,3.0,9,7th St & Ashby Avenue,Unknown / Not Stated,Other,"1 Truck, 1 Car",Driver,0,0,0,No Injury,4,-13613381.5663857,4558400.59821625
8/12/2022 3:55:00 PM,2022-08-12,08:55:00,8,2022,4.0,8,7th St & Ashby Avenue,VC 22107: Unsafe turning or moving of vehicle on roadway,"Turning, Starting, Signaling","1 Truck, 1 Car",Driver,0,0,0,Unspecified Injury,5,-13613381.5663857,4558400.59821625
8/17/2022 11:09:00 AM,2022-08-17,04:09:00,8,2022,2.0,4,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,"1 Truck, 1 Car",Driver,0,0,0,Unspecified Injury,6,-13613381.5663857,4558400.59821625
9/4/2022 10:42:00 PM,2022-09-04,15:42:00,9,2022,6.0,15,7th Street & Ashby Avenue,VC 21453(a): Failure to stop at red light or stop line,"Signs, Signals, Markings",2 Car,Driver,0,0,0,Unspecified Injury,7,-13613381.5663857,4558400.59821625
9/5/2022 1:27:00 PM,2022-09-05,06:27:00,9,2022,0.0,6,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,2 Car,Driver,0,0,0,No Injury,8,-13613381.5663857,4558400.59821625
10/22/2022 5:20:00 AM,2022-10-21,22:20:00,10,2022,4.0,22,7th St & Ashby Avenue,VC 22107: Unsafe turning or moving of vehicle on roadway,"Turning, Starting, Signaling",1 Motorcycle,Driver,0,0,0,Unspecified Injury,9,-13613381.5663857,4558400.59821625
10/24/2022 9:02:00 AM,2022-10-24,02:02:00,10,2022,0.0,2,7th St & Ashby Avenue,VC 23153(a): DUI alcohol causing injury,"Alcohol, DUI, Drug Offenses",2 Car,Driver,0,0,0,Unspecified Injury,10,-13613381.5663857,4558400.59821625
12/26/2022 6:00:00 PM,2022-12-26,10:00:00,12,2022,0.0,10,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,"2 Truck, 1 Car",Driver,0,0,0,Unspecified Injury,11,-13613381.5663857,4558400.59821625
11/18/2021 2:11:00 AM,2021-11-17,18:11:00,11,2021,2.0,18,7th Street & Ashby Avenue,VC 21954(a): Pedestrian failure to yield right-of-way outside crosswalk,Pedestrians,1 Pedestrian,Pedestrian,0,0,0,Fatal,12,-13613381.5663857,4558400.59821625
10/10/2021 9:05:00 AM,2021-10-10,02:05:00,10,2021,6.0,2,7th Street & Ashby Avenue,VC 23153(a): DUI alcohol causing injury,"Alcohol, DUI, Drug Offenses","1 Car, 1 Solo",Driver,0,0,0,Unspecified Injury,13,-13613381.5663857,4558400.59821625
9/25/2021 12:46:00 AM,2021-09-24,17:46:00,9,2021,4.0,17,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,2 Car,Driver,0,0,0,Unspecified Injury,14,-13613381.5663857,4558400.59821625
6/11/2021 2:58:00 PM,2021-06-11,07:58:00,6,2021,4.0,7,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,"1 Truck, 1 Car",Driver,0,0,0,Unspecified Injury,15,-13613381.5663857,4558400.59821625
2/22/2021 3:22:00 PM,2021-02-22,07:22:00,2,2021,0.0,7,7th Street & Ashby Avenue,VC 22107: Unsafe turning or moving of vehicle on roadway,"Turning, Starting, Signaling",2 Car,Driver,0,0,0,No Injury,16,-13613381.5663857,4558400.59821625
2/1/2021 9:35:00 PM,2021-02-01,13:35:00,2,2021,0.0,13,7th Street & Ashby Avenue,VC 22107: Unsafe turning or moving of vehicle on roadway,"Turning, Starting, Signaling",2 Car,Driver,0,0,0,Unspecified Injury,17,-13613381.5663857,4558400.59821625
12/11/2020 12:19:00 AM,2020-12-10,16:19:00,12,2020,3.0,16,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,"1 Truck, 1 Fixed Object",Driver,0,0,0,No Injury,18,-13613381.5663857,4558400.59821625
11/15/2020 12:01:00 PM,2020-11-15,04:01:00,11,2020,6.0,4,7th Street & Ashby Avenue,VC 22107: Unsafe turning or moving of vehicle on roadway,"Turning, Starting, Signaling",2 Car,Driver,0,0,0,No Injury,19,-13613381.5663857,4558400.59821625
8/23/2020 11:45:00 PM,2020-08-23,16:45:00,8,2020,6.0,16,7th Street & Ashby Avenue,VC 22107: Unsafe turning or moving of vehicle on roadway,"Turning, Starting, Signaling",2 Car,Driver,0,0,0,Unspecified Injury,20,-13613381.5663857,4558400.59821625
8/6/2020 11:16:00 PM,2020-08-06,16:16:00,8,2020,3.0,16,7th Street & Ashby Avenue,VC 21460(a): Vehicle crossing double solid line,"Driving, Overtaking, Passing","1 Truck, 1 Car",Driver,0,0,0,Unspecified Injury,21,-13613381.5663857,4558400.59821625
7/27/2020 12:24:00 AM,2020-07-26,17:24:00,7,2020,6.0,17,7th Street & Ashby Avenue,VC 21453(a): Failure to stop at red light or stop line,"Signs, Signals, Markings",2 Car,Driver,0,0,0,Unspecified Injury,22,-13613381.5663857,4558400.59821625
6/13/2020 7:21:00 PM,2020-06-13,12:21:00,6,2020,5.0,12,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,"1 Truck, 1 Car",Driver,0,0,0,Unspecified Injury,23,-13613381.5663857,4558400.59821625
4/1/2020 6:11:00 PM,2020-04-01,11:11:00,4,2020,2.0,11,7th St & Ashby Avenue,VC 22107: Unsafe turning or moving of vehicle on roadway,"Turning, Starting, Signaling",2 Car,Driver,0,0,0,Unspecified Injury,24,-13613381.5663857,4558400.59821625
3/1/2020 2:42:00 AM,2020-02-29,18:42:00,2,2020,5.0,18,7th Street & Ashby Avenue,Unknown / Not Stated,Other,2 Car,Driver,0,0,0,Unspecified Injury,25,-13613381.5663857,4558400.59821625
1/3/2020 7:10:00 PM,2020-01-03,11:10:00,1,2020,4.0,11,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,2 Car,Driver,0,0,0,Unspecified Injury,26,-13613381.5663857,4558400.59821625
9/21/2019 1:30:00 AM,2019-09-20,18:30:00,9,2019,4.0,18,7th Street & Ashby Avenue,VC 22107: Unsafe turning or moving of vehicle on roadway,"Turning, Starting, Signaling","1 Truck, 1 Car",Driver,0,0,0,No Injury,27,-13613381.5663857,4558400.59821625
7/9/2019 4:48:00 PM,2019-07-09,09:48:00,7,2019,1.0,9,7th Street & Ashby Avenue,VC 22102: U-turn in business district,"Turning, Starting, Signaling",2 Car,Driver,0,0,0,No Injury,28,-13613381.5663857,4558400.59821625
6/1/2019 5:30:00 PM,2019-06-01,10:30:00,6,2019,5.0,10,7th Street & Ashby Avenue,VC 22107: Unsafe turning or moving of vehicle on roadway,Other,2 Car,Driver,0,0,0,Unspecified Injury,29,-13613381.5663857,4558400.59821625
2/9/2019 9:46:00 PM,2019-02-09,13:46:00,2,2019,5.0,13,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,2 Car,Driver,0,0,0,Unspecified Injury,30,-13613381.5663857,4558400.59821625
1/15/2019 2:17:00 PM,2019-01-15,06:17:00,1,2019,1.0,6,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,2 Car,Driver,0,0,0,No Injury,31,-13613381.5663857,4558400.59821625
1/18/2018 1:05:00 PM,2018-01-18,05:05:00,1,2018,3.0,5,7th Street & Ashby Avenue,VC 22102: U-turn in business district,"Turning, Starting, Signaling",2 Car,Driver,0,0,0,Unspecified Injury,32,-13613381.5663857,4558400.59821625
4/1/2018 12:51:00 AM,2018-03-31,17:51:00,3,2018,5.0,17,7th Street & Ashby Avenue,VC 22107: Unsafe turning or moving of vehicle on roadway,"Turning, Starting, Signaling",2 Car,Driver,0,0,0,Unspecified Injury,33,-13613381.5663857,4558400.59821625
5/25/2018 7:47:00 PM,2018-05-25,12:47:00,5,2018,4.0,12,7th Street & Ashby Avenue,VC 22107: Unsafe turning or moving of vehicle on roadway,"Turning, Starting, Signaling","1 Truck, 2 Car",Driver,0,0,0,Unspecified Injury,34,-13613381.5663857,4558400.59821625
11/3/2018 4:37:00 AM,2018-11-02,21:37:00,11,2018,4.0,21,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,"1 Car, 1 Fixed Object",Driver,0,0,0,Unspecified Injury,35,-13613381.5663857,4558400.59821625
11/24/2018 7:24:00 PM,2018-11-24,11:24:00,11,2018,5.0,11,7th Street & Ashby Avenue,VC 22107: Unsafe turning or moving of vehicle on roadway,"Turning, Starting, Signaling",2 Car,Driver,0,0,0,Unspecified Injury,36,-13613381.5663857,4558400.59821625
12/16/2018 11:17:00 PM,2018-12-16,15:17:00,12,2018,6.0,15,7th Street & Ashby Avenue,VC 22107: Unsafe turning or moving of vehicle on roadway,"Turning, Starting, Signaling",2 Car,Driver,0,0,0,No Injury,37,-13613381.5663857,4558400.59821625
12/21/2018 10:01:00 PM,2018-12-21,14:01:00,12,2018,4.0,14,7th Street & Ashby Avenue,VC 22107: Unsafe turning or moving of vehicle on roadway,"Turning, Starting, Signaling","1 Truck, 1 Car",Driver,0,0,0,No Injury,38,-13613381.5663857,4558400.59821625
12/27/2018 1:00:00 PM,2018-12-27,05:00:00,12,2018,3.0,5,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,"1 Truck, 1 Car",Driver,0,0,0,No Injury,39,-13613381.5663857,4558400.59821625
12/7/2017 5:25:00 AM,2017-12-06,21:25:00,12,2017,2.0,21,7th Street & Ashby Avenue,VC 23152(a): Driving under the influence of alcohol,"Alcohol, DUI, Drug Offenses",2 Car,Driver,0,0,0,No Injury,40,-13613381.5663857,4558400.59821625
12/3/2017 6:00:00 AM,2017-12-02,22:00:00,12,2017,5.0,22,7th Street & Ashby Avenue,VC 22106: Unsafe starting or backing of vehicle on highway,"Turning, Starting, Signaling","1 Truck, 1 Car",Driver,0,0,0,No Injury,41,-13613381.5663857,4558400.59821625
11/19/2017 11:20:00 PM,2017-11-19,15:20:00,11,2017,6.0,15,7th Street & Ashby Avenue,VC 22107: Unsafe turning or moving of vehicle on roadway,"Turning, Starting, Signaling",2 Car,Driver,0,0,0,No Injury,42,-13613381.5663857,4558400.59821625
10/27/2017 1:17:00 AM,2017-10-26,18:17:00,10,2017,3.0,18,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,3 Car,Driver,0,0,0,Unspecified Injury,43,-13613381.5663857,4558400.59821625
10/11/2017 1:20:00 AM,2017-10-10,18:20:00,10,2017,1.0,18,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,2 Car,Driver,0,0,0,Unspecified Injury,44,-13613381.5663857,4558400.59821625
8/24/2017 9:30:00 PM,2017-08-24,14:30:00,8,2017,3.0,14,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,"1 Truck, 1 Car",Driver,0,0,0,No Injury,45,-13613381.5663857,4558400.59821625
7/30/2017 10:39:00 PM,2017-07-30,15:39:00,7,2017,6.0,15,7th Street & Ashby Avenue,VC 22107: Unsafe turning or moving of vehicle on roadway,"Turning, Starting, Signaling",2 Car,Driver,0,0,0,Unspecified Injury,46,-13613381.5663857,4558400.59821625
7/18/2017 2:02:00 PM,2017-07-18,07:02:00,7,2017,1.0,7,7th Street & Ashby Avenue,VC 21703: Following too closely (Tailgating),"Driving, Overtaking, Passing","1 Motorcycle, 1 Car",Driver,0,0,0,Unspecified Injury,47,-13613381.5663857,4558400.59821625
6/29/2017 3:50:00 PM,2017-06-29,08:50:00,6,2017,3.0,8,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,2 Car,Driver,0,0,0,Unspecified Injury,48,-13613381.5663857,4558400.59821625
5/28/2017 10:59:00 PM,2017-05-28,15:59:00,5,2017,6.0,15,7th Street & Ashby Avenue,VC 22107: Unsafe turning or moving of vehicle on roadway,"Turning, Starting, Signaling",2 Car,Driver,0,0,0,Unspecified Injury,49,-13613381.5663857,4558400.59821625
5/11/2017 12:30:00 PM,2017-05-11,05:30:00,5,2017,3.0,5,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Other,2 Car,Driver,0,0,0,No Injury,50,-13613381.5663857,4558400.59821625
3/30/2017 8:01:00 PM,2017-03-30,13:01:00,3,2017,3.0,13,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,2 Car,Driver,0,0,0,No Injury,51,-13613381.5663857,4558400.59821625
3/19/2017 2:11:00 AM,2017-03-18,19:11:00,3,2017,5.0,19,7th Street & Ashby Avenue,VC 23153(f): DUI drugs causing injury,"Alcohol, DUI, Drug Offenses",2 Car,Driver,0,0,0,Unspecified Injury,52,-13613381.5663857,4558400.59821625
12/7/2016 3:35:00 AM,2016-12-06,19:35:00,12,2016,1.0,19,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,3 Car,Driver,0,0,0,No Injury,53,-13613381.5663857,4558400.59821625
11/30/2016 12:10:00 AM,2016-11-29,16:10:00,11,2016,1.0,16,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,3 Car,Driver,0,0,0,Unspecified Injury,54,-13613381.5663857,4558400.59821625
10/28/2016 10:00:00 PM,2016-10-28,15:00:00,10,2016,4.0,15,7th Street & Ashby Avenue,VC 22107: Unsafe turning or moving of vehicle on roadway,"Turning, Starting, Signaling",2 Car,Driver,0,0,0,No Injury,55,-13613381.5663857,4558400.59821625
10/15/2016 1:24:00 PM,2016-10-15,06:24:00,10,2016,5.0,6,7th Street & Ashby Avenue,VC 22107: Unsafe turning or moving of vehicle on roadway,"Turning, Starting, Signaling","1 Car, 1 Other",Driver,0,0,0,No Injury,56,-13613381.5663857,4558400.59821625
8/28/2016 6:55:00 PM,2016-08-28,11:55:00,8,2016,6.0,11,7th Street & Ashby Avenue,VC 22107: Unsafe turning or moving of vehicle on roadway,"Turning, Starting, Signaling","1 Truck, 1 Car",Driver,0,0,0,No Injury,57,-13613381.5663857,4558400.59821625
7/10/2016 10:46:00 AM,2016-07-10,03:46:00,7,2016,6.0,3,7th Street & Ashby Avenue,VC 21658(a): Unsafe lane change,"Driving, Overtaking, Passing",2 Car,Driver,0,0,0,No Injury,58,-13613381.5663857,4558400.59821625
5/23/2016 12:52:00 PM,2016-05-23,05:52:00,5,2016,0.0,5,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,3 Car,Driver,0,0,0,Unspecified Injury,59,-13613381.5663857,4558400.59821625
3/4/2016 5:46:00 PM,2016-03-04,09:46:00,3,2016,4.0,9,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,"1 Truck, 1 Car",Driver,0,0,0,No Injury,60,-13613381.5663857,4558400.59821625
2/24/2016 5:05:00 PM,2016-02-24,09:05:00,2,2016,2.0,9,7th St & Ashby Avenue,VC 22107: Unsafe turning or moving of vehicle on roadway,"Turning, Starting, Signaling",2 Car,Driver,0,0,0,No Injury,61,-13613381.5663857,4558400.59821625
11/14/2015 2:52:00 AM,2015-11-13,18:52:00,11,2015,4.0,18,7th Street & Ashby Avenue,VC 22107: Unsafe turning or moving of vehicle on roadway,"Turning, Starting, Signaling",2 Car,Driver,0,0,0,No Injury,62,-13613381.5663857,4558400.59821625
10/26/2015 9:21:00 PM,2015-10-26,14:21:00,10,2015,0.0,14,7th Street & Ashby Avenue,VC 22107: Unsafe turning or moving of vehicle on roadway,"Turning, Starting, Signaling","1 Truck, 1 Fixed Object",Driver,0,0,0,No Injury,63,-13613381.5663857,4558400.59821625
10/25/2015 7:02:00 PM,2015-10-25,12:02:00,10,2015,6.0,12,7th Street & Ashby Avenue,VC 22107: Unsafe turning or moving of vehicle on roadway,"Turning, Starting, Signaling",1 Parked Vehicle,Driver,0,0,0,No Injury,64,-13613381.5663857,4558400.59821625
10/20/2015 7:04:00 PM,2015-10-20,12:04:00,10,2015,1.0,12,7th Street & Ashby Avenue,VC 22107: Unsafe turning or moving of vehicle on roadway,"Turning, Starting, Signaling",2 Car,Driver,0,0,0,Unspecified Injury,65,-13613381.5663857,4558400.59821625
9/26/2015 7:48:00 PM,2015-09-26,12:48:00,9,2015,5.0,12,7th Street & Ashby Avenue,VC 21453(a): Failure to stop at red light or stop line,"Signs, Signals, Markings","2 Truck, 1 Car",Driver,0,0,0,No Injury,66,-13613381.5663857,4558400.59821625
8/23/2015 6:44:00 PM,2015-08-23,11:44:00,8,2015,6.0,11,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,3 Car,Driver,0,0,0,Unspecified Injury,67,-13613381.5663857,4558400.59821625
8/11/2015 2:18:00 PM,2015-08-11,07:18:00,8,2015,1.0,7,7th Street & Ashby Avenue,VC 22107: Unsafe turning or moving of vehicle on roadway,"Turning, Starting, Signaling",3 Car,Driver,0,0,0,No Injury,68,-13613381.5663857,4558400.59821625
5/29/2015 2:36:00 AM,2015-05-28,19:36:00,5,2015,3.0,19,7th Street & Ashby Avenue,VC 22107: Unsafe turning or moving of vehicle on roadway,"Turning, Starting, Signaling",2 Car,Driver,0,0,0,No Injury,69,-13613381.5663857,4558400.59821625
2/19/2015 8:31:00 PM,2015-02-19,12:31:00,2,2015,3.0,12,7th Street & Ashby Avenue,VC 22102: U-turn in business district,"Turning, Starting, Signaling",2 Car,Driver,0,0,0,No Injury,70,-13613381.5663857,4558400.59821625
1/6/2015 10:19:00 PM,2015-01-06,14:19:00,1,2015,1.0,14,7th Street & Ashby Avenue,VC 21703: Following too closely (Tailgating),"Driving, Overtaking, Passing",2 Car,Other,0,0,0,Unspecified Injury,71,-13613381.5663857,4558400.59821625
10/19/2014 11:48:00 PM,2014-10-19,16:48:00,10,2014,6.0,16,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,"1 Car, 1 Fixed Object",Driver,0,0,0,No Injury,72,-13613381.5663857,4558400.59821625
5/26/2014 2:14:00 PM,2014-05-26,07:14:00,5,2014,0.0,7,7th Street & Ashby Avenue,VC 22102: U-turn in business district,"Driving, Overtaking, Passing",2 Car,Driver,0,0,0,No Injury,73,-13613381.5663857,4558400.59821625
5/15/2014 11:15:00 PM,2014-05-15,16:15:00,5,2014,3.0,16,7th Street & Ashby Avenue,VC 22107: Unsafe turning or moving of vehicle on roadway,"Turning, Starting, Signaling","1 Truck, 1 Car",Driver,0,0,0,No Injury,74,-13613381.5663857,4558400.59821625
12/28/2013 7:05:00 PM,2013-12-28,11:05:00,12,2013,5.0,11,7th Street & Ashby Avenue,VC 22107: Unsafe turning or moving of vehicle on roadway,"Turning, Starting, Signaling","1 Truck, 1 Car",Driver,0,0,0,No Injury,75,-13613381.5663857,4558400.59821625
10/11/2013 5:01:00 AM,2013-10-10,22:01:00,10,2013,3.0,22,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,2 Car,Driver,0,0,0,Unspecified Injury,76,-13613381.5663857,4558400.59821625
8/31/2013 4:08:00 AM,2013-08-30,21:08:00,8,2013,4.0,21,7th Street & Ashby Avenue,VC 21453(a): Failure to stop at red light or stop line,"Signs, Signals, Markings",2 Car,Driver,0,0,0,Unspecified Injury,77,-13613381.5663857,4558400.59821625
8/21/2013 9:54:00 PM,2013-08-21,14:54:00,8,2013,2.0,14,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,2 Car,Driver,0,0,0,Unspecified Injury,78,-13613381.5663857,4558400.59821625
7/11/2013 3:02:00 AM,2013-07-10,20:02:00,7,2013,2.0,20,7th Street & Ashby Avenue,VC 22107: Unsafe turning or moving of vehicle on roadway,"Turning, Starting, Signaling",1 Car,Driver,0,0,0,No Injury,79,-13613381.5663857,4558400.59821625
4/7/2013 11:46:00 PM,2013-04-07,16:46:00,4,2013,6.0,16,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,"1 Truck, 1 Car",Driver,0,0,0,Unspecified Injury,80,-13613381.5663857,4558400.59821625
1/25/2013 9:00:00 PM,2013-01-25,13:00:00,1,2013,4.0,13,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,2 Car,Driver,0,0,0,Unspecified Injury,81,-13613381.5663857,4558400.59821625
12/29/2012 11:13:00 PM,2012-12-29,15:13:00,12,2012,5.0,15,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,"1 Truck, 1 Car",Driver,0,0,0,Unspecified Injury,82,-13613381.5663857,4558400.59821625
12/7/2012 6:18:00 PM,2012-12-07,10:18:00,12,2012,4.0,10,7th Street & Ashby Avenue,VC 22107: Unsafe turning or moving of vehicle on roadway,"Turning, Starting, Signaling","1 Truck, 1 Fixed Object",Driver,0,0,0,No Injury,83,-13613381.5663857,4558400.59821625
11/6/2012 2:11:00 AM,2012-11-05,18:11:00,11,2012,0.0,18,7th Street & Ashby Avenue,VC 22107: Unsafe turning or moving of vehicle on roadway,"Turning, Starting, Signaling",2 Car,Driver,0,0,0,No Injury,84,-13613381.5663857,4558400.59821625
10/20/2012 3:30:00 AM,2012-10-19,20:30:00,10,2012,4.0,20,7th Street & Ashby Avenue,VC 22106: Unsafe starting or backing of vehicle on highway,"Turning, Starting, Signaling",2 Car,Driver,0,0,0,No Injury,85,-13613381.5663857,4558400.59821625
8/3/2012 9:26:00 PM,2012-08-03,14:26:00,8,2012,4.0,14,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,2 Car,Driver,0,0,0,No Injury,86,-13613381.5663857,4558400.59821625
6/9/2012 2:20:00 AM,2012-06-08,19:20:00,6,2012,4.0,19,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,2 Car,Driver,0,0,0,No Injury,87,-13613381.5663857,4558400.59821625
5/23/2012 1:36:00 PM,2012-05-23,06:36:00,5,2012,2.0,6,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,"1 Truck, 1 Car",Driver,0,0,0,Unspecified Injury,88,-13613381.5663857,4558400.59821625
2/22/2012 3:00:00 AM,2012-02-21,19:00:00,2,2012,1.0,19,7th Street & Ashby Avenue,VC 22100(a): Improper right turn position,"Turning, Starting, Signaling","1 Motorcycle, 1 Car",Driver,0,0,0,No Injury,89,-13613381.5663857,4558400.59821625
12/20/2011 2:25:00 PM,2011-12-20,06:25:00,12,2011,1.0,6,7th St & Ashby Avenue,VC 21453(a): Failure to stop at red light or stop line,"Signs, Signals, Markings",2 Car,Driver,0,0,0,Unspecified Injury,90,-13613381.5663857,4558400.59821625
12/15/2011 12:42:00 PM,2011-12-15,04:42:00,12,2011,3.0,4,7th Street & Ashby Avenue,VC 21804(a): Failure to yield to traffic when entering highway,Right of Way,"1 Truck, 1 Car",Driver,0,0,0,No Injury,91,-13613381.5663857,4558400.59821625
12/5/2011 11:34:00 PM,2011-12-05,15:34:00,12,2011,0.0,15,7th Street & Ashby Avenue,VC 22107: Unsafe turning or moving of vehicle on roadway,"Turning, Starting, Signaling","1 Car, 1 Fixed Object",Driver,0,0,0,No Injury,92,-13613381.5663857,4558400.59821625
10/22/2011 4:07:00 PM,2011-10-22,09:07:00,10,2011,5.0,9,7th Street & Ashby Avenue,VC 22107: Unsafe turning or moving of vehicle on roadway,Other,"1 Truck, 1 Car",Driver,0,0,0,Unspecified Injury,93,-13613381.5663857,4558400.59821625
10/16/2011 6:10:00 PM,2011-10-16,11:10:00,10,2011,6.0,11,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Other,2 Car,Driver,0,0,0,No Injury,94,-13613381.5663857,4558400.59821625
6/18/2011 6:43:00 PM,2011-06-18,11:43:00,6,2011,5.0,11,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,2 Car,Driver,0,0,0,Unspecified Injury,95,-13613381.5663857,4558400.59821625
5/21/2011 5:48:00 AM,2011-05-20,22:48:00,5,2011,4.0,22,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,"1 Motorcycle, 1 Car",Driver,0,0,0,Unspecified Injury,96,-13613381.5663857,4558400.59821625
5/3/2011 6:43:00 PM,2011-05-03,11:43:00,5,2011,1.0,11,7th Street & Ashby Avenue,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,"1 Truck, 1 Car",Driver,0,0,0,No Injury,97,-13613381.5663857,4558400.59821625
4/12/2011 3:10:00 PM,2011-04-12,08:10:00,4,2011,1.0,8,7th Street & Ashby Avenue,Unknown / Not Stated,Other,2 Car,Other,0,0,0,No Injury,98,-13613381.5663857,4558400.59821625
2/28/2011 4:58:00 AM,2011-02-27,20:58:00,2,2011,6.0,20,7th Street & Ashby Avenue,Unknown / Not Stated,Other,1 Car,Driver,0,0,0,No Injury,99,-13613381.5663857,4558400.59821625
2/1/2011 3:37:00 PM,2011-02-01,07:37:00,2,2011,1.0,7,7th Street & Ashby Avenue,VC 21453(a): Failure to stop at red light or stop line,"Signs, Signals, Markings","1 Truck, 1 Car",Driver,0,0,0,No Injury,100,-13613381.5663857,4558400.59821625
1/2/2022 3:38:00 AM,2022-01-01,19:38:00,1,2022,5.0,19,Adeline Street & Harmon Street,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,"1 Electric Skateboard, 1 Car",Driver,0,0,0,Unspecified Injury,101,-13611162.156479,4558214.0091181
6/10/2022 6:19:00 PM,2022-06-10,11:19:00,6,2022,4.0,11,Adeline Street & Harmon Street,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,"1 Car, 1 Parked Vehicle",Driver,0,0,0,No Injury,102,-13611162.156479,4558214.0091181
9/18/2022 1:38:00 AM,2022-09-17,18:38:00,9,2022,5.0,18,Adeline Street & Harmon Street,VC 22350: Unsafe speed for prevailing conditions,Speed Laws,"1 Car, 1 Parked Vehicle",Driver,0,0,0,Unspecified Injury,103,-13611162.156479,4558214.0091181
9/20/2022 10:56:00 PM,2022-09-20,15:56:00,9,2022,1.0,15,Adeline Street & Harmon Street,VC 21801(a): Failure to yield before left turn or U-turn,"Turning, Starting, Signaling","1 Motorcycle, 1 Car",Driver,0,0,0,Unspecified Injury,104,-13611162.156479,4558214.0091181
12/13/2020 11:09:00 PM,2020-12-13,15:09:00,12,2020,6.0,15,Adeline Street & Harmon Street,VC 22450(a): Failure to stop at stop sign or limit line,"Signs, Signals, Markings","1 Bicycle, 1 Car",Driver,0,0,0,Unspecified Injury,105,-13611162.156479,4558214.0091181
